,original text,watermarked text
367,"The  viola da Terceira (also viola da gamba, viola da quarta or viola da quinta) is a bowed string instrument belonging to the violin family. It was formerly known as the viola da gamba de quarta corda, because the fourth string of the viola da gamba is tuned a fourth lower than the other strings. The name ""viola da Terceira"" was introduced in the 18th century. The viola da Terceira is commonly used in classical music, chamber music and as a solo instrument.

The viola da Terceira is generally tuned in fifths, GDAE (Guitar tuning). Unlike the violin, which has four strings in three courses (E, A, D), the viola da Terceira has five strings in four courses. The lowest string is G, the next D, then A, followed by E and finally G. This configuration gives it a brighter sound than the violin and enables it to be played more easily in higher positions on the keyboard.

The viola da Terceira was first constructed around 1550 by Antonio Stradivari and his sons Giuseppe and Antonio. It became one of Stradivari's most popular and renowned instruments, and many of his violas are still extant. The viola da Terceira was often used by composer Antonio Vivaldi and performers like Antonio Caldara and Giovanni Battista Viotti.","The viola de Terceira ( also viola de gamba , viola de quarta or viola de quinta ) is a bowed string instrument belonging to the violin family . It was formerly called as the viola de gamba de quarta corda , because the third string of the viola de gamba is tuned a third lower than the other strings .The moniker "" viola de Terceira "" was introduced in the 18th century . The viola de Terceira is often employed in classical music , chamber music and as a solo instrument .The viola de Terceira is typically tuned in fifths , GDAE ( Guitar tuning ) . Unlike the violin , which has four strings in three courses ( E , A , D ) , the viola de Terceira has five strings in four courses .The lowest string is G , the last D , then A , followed by E and eventually G . This configuration gives it a brighter noise than the violin and allows it to be played more easily in greater positions on the keyboard . The viola de Terceira was first erected around 1550 by Antonio Stradivari and his children Giuseppe and Antonio .It becoming one of Stradivari ' s most popular and famed instruments , and many of his violas are still extant . The viola de Terceira was frequently used by composer Antonio Vivaldi and performers like Antonio Caldara and Giovanni Battista Viotti ."
368,"Prasophyllum alpinum, commonly known as the alpine orchid, is a species of flowering plant in the family Orchidaceae. It is native to eastern Australia and Tasmania, where it grows in moist forest and subalpine areas.

The alpine orchid has a single erect stem up to 50 centimetres tall, with a few small leaves and many small, white flowers with a pinkish undertone. The flowers are perfumed and love attention, so they are well-suited to cultivation in warm, dry conditions.","Prasophyllum alpinum , commonly known as the alpine orchid , is a species of flowering plant in the family Orchidaceae . It is endemic to eastern Australia and Tasmania , where it grows in moist woodland and subalpine areas .The alpine orchid has a single erect stem up to 50 centimetres tall , with a few small leaves and many small , white flowers with a pinkish undertone . The flowers are perfumed and love attention , so they are better - suited to cultivation in warm , dry situations ."
369,"The Polikarpov PM-1 was a passenger aircraft that was designed by the Soviet Union in the early 1930s.

The Polikarpov PM-1 was a high-wing monoplane aircraft that was designed by the Soviet Union in the early 1930s. It had an enclosed cabin that could seat up to 12 passengers, and was powered by a single engine. The PM-1 was used as a passenger aircraft, and was also used as a training aircraft.","The Polikarpov PM - 1 was a passenger airplane that was built by the Soviet Union in the early 1930s . The Polikarpov PM - 1 was a high - wing monoplane airplane that was built by the Soviet Union in the early 1930s .It had an enclosed cabin that could house up to 12 passengers , and was powered by a single engine . The PM - 1 was used as a passenger aircraft , and was also used as a training airplane ."
370,"Saraya-Jade Bevis (born 17 August 1992), better known by the ring name Paige, is an English professional wrestler currently signed to WWE, where she performs on the Raw brand. Paige first gained recognition in the British independent circuit, where she was a two-time Women's Champion in various promotions across the United Kingdom.

Paige made her WWE debut at Evolution in October 2014, and became the first ever female NXT Champion in January 2018. She also won the inaugural Mae Young Classic tournament in March 2018.","Saraya - Jade Bevis ( born 17 August 1992 ) , best known by the ring nickname Paige , is an English professional wrestler currently signed to WWE , where she performs on the Raw brand . Paige first gained recognition in the British independent circuit , where she was a two - time Women ' s Champion in different promotions across the United Kingdom .Paige making her WWE debut at Evolution in October 2014 , and became the first ever female NXT Champion in January 2018 . She also won the inaugural Mae Young Classic tournament in March 2018 ."
371,"Train+Train is a Japanese light novel series, written by Kazuma Kamachi and illustrated by Shigenori Soejima. The series is published in Japan by ASCII Media Works under their Dengeki Bunko imprint, and it has been licensed for release in English by Yen Press.

The story follows the life of Hiyoko Saionji, an ordinary high school girl who is thrust into a world of magic and adventure when she stumbles upon a mysterious train on the side of the road. She soon discovers that the train is a portal to another world, and that she is the only person who can travel to it. Hiyoko must use her wit and courage to navigate the dangerous world of the train, and save its inhabitants from peril.","Train + Train is a Japanese light novel series , written by Kazuma Kamachi and illustrated by Shigenori Soejima . The series is published in Japan by ASCII Media Works under their Dengeki Bunko imprint , and it has been licensed for release in English by Yen Press .The tale chronicles the life of Hiyoko Saionji , an normal high school girl who is thrust into a world of magic and adventure when she stumbles upon a mysterious train on the side of the highway . She shortly realizes that the train is a portal to another universe , and that she is the only people who can travel to it .Hiyoko must use her wit and courage to navigate the hazardous universe of the train , and save its inhabitants from peril ."
372,"Mark van Eeghen (born April 19, 1952)
is a Dutch theologian who specializes in the theology of liberation and ethics. He is Professor of Theology at the University of Amsterdam, where he also serves as Director of the Research Institute for Religion, Ethics and Social Policy.

Van Eeghen was born in Rotterdam, Netherlands. After completing his undergraduate studies at the University of Amsterdam in 1976, he studied theology at the University of Cambridge (1978-1981), where he was a student of J. I. Packer. He subsequently received his doctorate from Cambridge in 1984 with a dissertation on ""The Doctrine of Justification in Pauline Theology"".

Van Eeghen has been a professor at the University of Amsterdam since 1984. He served as Dean of the Faculty of Theology from 1993 to 1999, and as Director of the Research Institute for Religion, Ethics and Social Policy from 1999 to 2003. In 2003 he was appointed Professor of Theology at the University of Amsterdam, serving in that capacity until his retirement in 2018.

Van Eeghen's main areas of theological research are in theology of liberation and ethics, with a particular focus on Pauline theology. He has also written extensively on church history, systematic theology, and Christian apologetics. His most recent book is Jesus and Nonviolence: A New Perspective on an Old Testament Principle (Zondervan, 2016).","Mark van Eeghen ( born April 19 , 1952 ) is a Dutch theologian who specializes in the theology of liberation and ethics . He is Professor of Theology at the University of Amsterdam , where he also serves as Director of the Research Institute for Religion , Ethics and Social Policy .Van Eeghen was born in Rotterdam , Netherlands . After completing his undergraduate studies at the University of Amsterdam in 1976 , he read theology at the University of Cambridge ( 1978 - 1981 ) , where he was a pupil of J . I . Packer .He subsequently received his doctorate from Cambridge in 1984 with a dissertation on "" The Doctrine of Justification in Pauline Theology "" . Van Eeghen has been a lecturer at the University of Amsterdam since 1984 .He worked as Dean of the Faculty of Theology from 1993 to 1999 , and as Director of the Research Institute for Religion , Ethics and Social Policy from 1999 to 2003 . In 2003 he was elected Professor of Theology at the University of Amsterdam , serving in that role until his retirement in 2018 .Van Eeghen ' s major fields of theological research are in theology of liberation and ethics , with a particular focus on Pauline theology . He has additionally written heavily on church history , systematic theology , and Christian apologetics .His most current work is Jesus and Nonviolence : A New Perspective on an Old Testament Principle ( Zondervan , 2016 ) ."
373,"Vera Ignatyevna Mukhina (; ; ;  9 July 1888 – 6 February 1973) was a Russian artist, associated with the De Stijl movement in the 1920s and 1930s.

Born in Saint Petersburg, Mukhina studied at the Imperial Academy of Arts under Ilya Repin. In 1916 she met the Dutch artist Piet Mondrian, who became a significant influence on her work. After Mondrian's death in 1944, Mukhina moved to the Netherlands and settled in Amsterdam. She continued to paint until her death. 

Mukhina is best known for her abstract paintings and her use of vibrant colors. Her work has been exhibited at the Museum of Modern Art in New York City, the Tate Gallery in London, and the Centre Georges Pompidou in Paris. She has been awarded two prestigious prizes, the Golden Lion of Saint Mark (1924) and the International Award of the Arts (1948).","Vera Ignatyevna Mukhina ( ; ; ; 9 July 1888 – 6 February 1973 ) was a Russian painter , associated with the De Stijl movement in the 1920s and 1930s . Born in Saint Petersburg , Mukhina studied at the Imperial Academy of Arts under Ilya Repin .In 1916 she meeting the Dutch artist Piet Mondrian , who became a major impact on her work . After Mondrian ' s death in 1944 , Mukhina emigrated to the Netherlands and settled in Amsterdam .She remained to paint until her death . Mukhina is better known for her abstract paintings and her use of bright colors .Her work has been displayed at the Museum of Modern Art in New York City , the Tate Gallery in London , and the Centre Georges Pompidou in Paris . She has been given two prestigious prizes , the Golden Lion of Saint Mark ( 1924 ) and the International Award of the Arts ( 1948 ) ."
374,"Leon Lett Jr. (born October 12, 1968) is an American retired professional basketball player who played in the National Basketball Association (NBA) for the Dallas Mavericks, Los Angeles Lakers and Atlanta Hawks. He was drafted by the Mavericks in the second round of the 1991 NBA draft.

Lett played college basketball at the University of Texas at Austin. He was a two-time All-American and helped lead Texas to the 1988 NCAA Men's Division I Basketball Tournament. Lett also played for the United States national team in the 1988 Summer Olympics, where he won a silver medal.

Lett spent most of his career with the Mavericks, playing with them from 1991 to 2003. He was named to the All-NBA Third Team in 2001 and 2002. In 2003, he was traded to the Lakers, where he played until 2007. Lett then signed with the Hawks before retiring in 2008.

Lett was inducted into the Texas Sports Hall of Fame in 2006 and into the Dallas Mavericks Hall of Fame in 2009. He is also a member of both the United States Olympic Committee and National Basketball Retired Players Association.","Leon Lett Jr . ( born October 12 , 1968 ) is an American retired professional basketball player who played in the National Basketball Association ( NBA ) for the Dallas Mavericks , Los Angeles Lakers and Atlanta Hawks . He was drafted by the Mavericks in the second round of the 1991 NBA draft .Lett played college basketball at the University of Texas at Austin . He was a two - time All - American and helped lead Texas to the 1988 NCAA Men ' s Division I Basketball Tournament .Lett also played for the United States national squad in the 1988 Summer Olympics , where he won a silver medal . Lett spent most of his career with the Mavericks , playing with them from 1991 to 2003 .He was selected to the All - NBA Third Team in 2001 and 2002 . In 2003 , he was traded to the Lakers , where he played until 2007 .Lett then signed with the Hawks before retiring in 2008 . Lett was honored into the Texas Sports Hall of Fame in 2006 and into the Dallas Mavericks Hall of Fame in 2009 .He is also a member of both the United States Olympic Committee and National Basketball Retired Players Association ."
375,"Michael Sergeant is an English author, communications consultant and speaker who specializes in the field of public relations. He has worked for a number of organizations including the British Foreign and Commonwealth Office, Amnesty International, and the Royal Household.

Born in London, England, Sergeant began his career in journalism, working for a number of local newspapers before joining the British Foreign and Commonwealth Office in 1989. There, he worked on a wide range of public relations projects, including work on the restoration of the British embassy in Madrid following the Spanish Civil War.

In 1995, Sergeant left the British Foreign and Commonwealth Office to join Amnesty International as its public relations director. There, he worked on a number of high-profile campaigns, including work on Amnesty International's campaign to free the reporter Daniel Pearl after he was captured by Islamic militants in Pakistan.

In 2003, Sergeant joined the Royal Household as its director of communications and marketing. There, he worked on a number of projects including the launch of Queen Elizabeth II's Diamond jubilee celebrations.

Since leaving the Royal Household in 2005, Sergeant has worked as a communications consultant for a number of organizations including Barclays Bank, Marks & Spencer, and Microsoft. He also continues to speak on public relations topics. In 2009, he gave a speech at the United Nations General Assembly entitled ""Public Relations: The New Face of Diplomacy.""","Michael Sergeant is an English writer , communications consultant and speaker who specializes in the field of public relations . He has worked for a number of organizations including the British Foreign and Commonwealth Office , Amnesty International , and the Royal Household .Born in London , England , Sergeant began his career in journalism , working for a number of local newspapers before entering the British Foreign and Commonwealth Office in 1989 . There , he worked on a broad variety of public relations initiatives , notably work on the restoration of the British embassy in Madrid post the Spanish Civil War .In 1995 , Sergeant leave the British Foreign and Commonwealth Office to join Amnesty International as its public relations coordinator . There , he worked on a number of high - profile initiatives , notably work on Amnesty International ' s campaign to free the reporter Daniel Pearl after he was abducted by Islamic militants in Pakistan .In 2003 , Sergeant joined the Royal Household as its director of marketing and branding . There , he worked on a number of initiatives including the launch of Queen Elizabeth II ' s Diamond jubilee festivities .Since leaving the Royal Household in 2005 , Sergeant has worked as a communications consultant for a number of organizations including Barclays Bank , Marks & Spencer , and Microsoft . He also continues to speak on public relations topics .In 2009, he gave a speech at the United Nations General Assembly entitled ""Public Relations: The New Face of Diplomacy."""
376,"Boston is an American rock band from Boston, Massachusetts, formed in 1976. The band has released fourteen studio albums, two live albums, and fifty-eight singles. Boston's musical style is a fusion of blues, soul, hard rock and psychedelic rock.

Boston's first album, ""Boston"", was released in 1976 and became a commercial success. The band's subsequent records were even more successful and they were popular in the United States and around the world. Boston has sold over thirty million albums worldwide and has won several awards, including five Grammy Awards. The band's most recent album, ""A Deeper Understanding"", was released in 2017 and was their first number one album on the US Billboard 200 chart.","Boston is an American rock group from Boston , Massachusetts , formed in 1976 . The band has published fourteen studio albums , two live albums , and fifty - eight singles .Boston ' s musical style is a blend of blues , soul , hard rock and psychedelic pop . Boston ' s debut album , "" Boston "" , was released in 1976 and became a commercial success .The band ' s ensuing records were even more popular and they were popular in the United States and around the world . Boston has sell over thirty million albums worldwide and has won several awards , including five Grammy Awards .The band ' s most recent album , "" A Deeper Understanding "" , was released in 2017 and was their debut number one album on the US Billboard 200 chart ."
377,"WKAC (1080 AM, ""The Big 1080"") is a radio station broadcasting a sports format. Licensed to Knoxville, Tennessee, it serves the Knoxville area. The station is currently owned by Cumulus Media.

WKAC first went on the air in 1949 as WCAP-AM. It was originally a daytimer, broadcasting at 1080 kHz with 500 watts of power. In 1957, the station changed its call letters to WKAC and increased its power to 5,000 watts.

In the early 1970s, WKAC's present day owner, Cumulus Media, took over the station. In 1978, WKAC added an FM sister station, WKAC-FM (now WCYB). The two stations simulcast a sports format until 1985 when WKAC-FM became an all-news format. 

In 2008, Cumulus Media rebranded all of its Knoxville stations under the ""Big 10"" branding. WKAC became ""The Big 1080."" 

WKAC is currently one of the most listened to sports stations in the Knoxville area and broadcasts regional and national sports events as well as college football and basketball games.","WKAC ( 1080 AM , "" The Big 1080 "" ) is a radio station transmitting a sports format . Licensed to Knoxville , Tennessee , it serves the Knoxville area .The station is currently owned by Cumulus Media . WKAC first came on the air in 1949 as WCAP - AM .It was originally a daytimer , broadcasting at 1080 kHz with 500 watts of power . In 1957 , the station altered its call signs to WKAC and increased its power to 5 , 000 watts .In the early 1970s , WKAC ' s today day owner , Cumulus Media , assumed over the station . In 1978 , WKAC adding an FM sister station , WKAC - FM ( now WCYB ) .The two stations simulcast a sports format until 1985 when WKAC - FM became an all - news format . In 2008 , Cumulus Media rebranded all of its Knoxville affiliates under the "" Big 10 "" branding .WKAC became "" The Big 1080 . "" WKAC is currently one of the most listened to sports stations in the Knoxville area and airs regional and national sports events as well as college football and basketball games ."
378,"Rockwell Gardens was a Chicago Housing Authority public housing project located on the city's South Side. The Gardens were declared a National Historic Landmark in 1987 and are designated a Chicago landmark.

Rockwell Gardens was designed by architect Richard J. Daley and built in 1937-38. At the time of its construction, it was one of the largest public housing projects in the United States and one of the first to be designed with the concept of ""planned community."" The development features a wide variety of architectural styles, including Art Deco, Tudor Revival, and Mission Revival.

The Gardens were later plagued by crime and drug abuse, and by the late 1980s they had become largely abandoned. In 1987, they were declared a National Historic Landmark by the National Park Service, and were later added to the National Register of Historic Places. In 1991, the Chicago Housing Authority began a project to renovate and rehabilitate the Gardens, which has since been completed. The project restored much of the original architecture and landscaping, making Rockwell Gardens one of Chicago's most popular tourist destinations.","Rockwell Gardens was a Chicago Housing Authority public housing project located on the cities ' s South Side . The Gardens were proclaimed a National Historic Landmark in 1987 and are classified a Chicago landmark .Rockwell Gardens was built by architect Richard J . Daley and built in 1937 - 38 . At the period of its build , it was one of the largest public housing projects in the United States and one of the first to be designed with the idea of "" designed neighborhood . ""The project features a broad variety of architectural styles , notably Art Deco , Tudor Revival , and Mission Revival . The Gardens were later plagued by crime and drug abuse , and by the mid 1980s they had become largely deserted .In 1987 , they were proclaimed a National Historic Landmark by the National Park Service , and were later included to the National Register of Historic Places . In 1991 , the Chicago Housing Authority began a project to renovate and rehabilitate the Gardens , which has since been completed .The project renovated many of the original architecture and landscaping , making Rockwell Gardens one of Chicago ' s most popular tourist destinations ."
379,"In taxonomy, Sulfitobacter is a genus of the family Sulfitobacteraceae. The genus contains only one species, Sulfitobacter bovis, which is a Gram-negative, aerobic, motile bacterium. It is found in soil and water. Sulfitobacter bovis can cause a number of diseases in animals, including bovine keratoconjunctivitis and foot-and-mouth disease.","In taxonomy , Sulfitobacter is a genera of the family Sulfitobacteraceae . The genera contains only one species , Sulfitobacter bovis , which is a Gram - negative , aerobic , motile bacterium .It is found in soil and water . Sulfitobacter bovis can cause a number of diseases in animals , notably bovine keratoconjunctivitis and foot - and - mouth plague ."
380,"Grand Blood is the third studio album by American metalcore band As I Lay Dying. It was released on June 8, 2016 through Sumerian Records.

Grand Blood is the third album by American metalcore band As I Lay Dying. It was produced by the band and recorded at various studios in North America with producer Josh Wilbur. The album features guest appearances from vocalist Tim Lambesis of Christian metal band As I Lay Dying, guitarist Andy LaPlegna of grindcore band Deicide, and drummer Joey Jordison of Slipknot.

The album has received generally positive reviews from music critics, who praised its aggression and the guest appearances of Lambesis and Jordison.","Grand Blood is the third studio album by American metalcore band As I Lay Dying . It was released on June 8 , 2016 through Sumerian Records .Grand Blood is the third release by American metalcore band As I Lay Dying . It was produced by the group and recorded at numerous studios in North America with producer Josh Wilbur .The album includes guest performances from guitarist Tim Lambesis of Christian metal group As I Lay Dying , drummer Andy LaPlegna of grindcore band Deicide , and drummer Joey Jordison of Slipknot . The album has garnered generally favorable reviews from music reviewers , who praised its aggression and the guest performances of Lambesis and Jordison ."
381,"The Carracci  were a Bolognese family of painters who were active in the 16th and 17th centuries. They are particularly noted for their portraits and for their religious paintings, as well as for their large-scale frescoes.

The Carracci were a family of painters who were active in the 16th and 17th centuries. They are particularly noted for their portraits and for their religious paintings, as well as for their large-scale frescoes.

The Carracci were a family of painters who were active in the 16th and 17th centuries. Their particular strength was in painting portraits, religious scenes, and frescoes.","The Carracci were a Bolognese family of painters who were active in the 16th and 17th centuries . They are particularly noted for their portraits and for their sacred paintings , as well as for their large - scale frescoes .The Carracci were a family of painters who were active in the 16th and 17th centuries . They are particularly noted for their portraits and for their sacred paintings , as well as for their large - scale frescoes .The Carracci were a family of painters who were active in the 16th and 17th centuries . Their particular strength was in painting pictures , religious scenes , and frescoes ."
382,"The Dorset Cursus is a Neolithic cursus monument found near Dorchester in Dorset, England. It is a long barrow, up to 130 metres long and 8 metres wide, with a central mound and several side mounds. The monument was first noted in 1802 by the antiquarian William Stukeley, and excavated from 1884 to 1885 by James Peake.

The monument has been dated to the early Neolithic period, around 3400 BC. It is one of the few known examples of a cursus monument in Britain, and is one of the most extensive Neolithic tumuli in Europe. The monument is significant for its archaeological and cultural value, and is a scheduled monument.","The Dorset Cursus is a Neolithic cursus monument found near Dorchester in Dorset , England . It is a large barrow , up to 130 metres long and 8 metres wide , with a central mound and many side mounds .The monument was first described in 1802 by the antiquarian William Stukeley , and excavated from 1884 to 1885 by James Peake . The monument has been dated to the early Neolithic period , around 3400 BC .It is one of the few known instance of a cursus monument in Britain , and is one of the most extensive Neolithic tumuli in Europe . The monument is important for its archaeological and cultural importance , and is a scheduled monument ."
383,"Arthur Woodward (18 November 1906 – 7 October 1989) was an English football player and manager.

Woodward was born in Harlow, Essex, and played for clubs including Charlton Athletic, Arsenal, Everton, Stoke City and Sheffield United. He made over 270 appearances in the Football League and won five league titles with Arsenal and Everton. He also played for the England national team, winning three caps. Woodward later managed clubs including Portsmouth, Queens Park Rangers and Bradford City. He died in 1989 at the age of 80.","Arthur Woodward ( 18 November 1906 – 7 October 1989 ) was an English football player and manager . Woodward was born in Harlow , Essex , and played for clubs notably Charlton Athletic , Arsenal , Everton , Stoke City and Sheffield United .He made over 270 matches in the Football League and won five league titles with Arsenal and Everton . He also played for the England national squad , win three caps .Woodward eventually managed clubs notably Portsmouth , Queens Park Rangers and Bradford City . He died in 1989 at the age of 80 ."
384,"Faith de Villiers (21 October 1920 – 9 May 2013) was a South African-born English cricketer. She played for England in four Tests from 1951 to 1953 and took eleven wickets at an average of 20.68.

Born in South Africa, Faith de Villiers made her Test debut against Australia in 1951. She played her final Test against New Zealand in 1953, taking eleven wickets in the three matches. De Villiers also played twenty-one ODIs for England, taking forty-eight wickets at an average of 20.68. After retiring from playing, de Villiers worked as a cricket commentator for BBC Television. She died on 9 May 2013 at the age of 94.","Faith de Villiers ( 21 October 1920 – 9 May 2013 ) was a South African - born English cricketer . She played for England in four Tests from 1951 to 1953 and took eleven wickets at an average of 20 . 68 .Born in South Africa , Faith de Villiers made her Test debut against Australia in 1951 . She played her final Test against New Zealand in 1953 , scoring eleven wickets in the three matches .De Villiers also played twenty - one ODIs for England , taking thirty - eight wickets at an average of 20 . 68 . After retiring from playing , de Villiers worked as a cricket commentator for BBC Television .She died on 9 May 2013 at the age of 94."
385,"Lindsay Seidel is an American voice actress, ADR director, and scriptwriter who has worked on numerous anime and video game projects in the United States and Japan. She is perhaps best known as the voice of Ahri in League of Legends, as well as voicing various other characters in the game.

Seidel was born and raised in California. She began her voice acting career in 2006, working on projects such as The Melancholy of Haruhi Suzumiya, Death Note, and Danganronpa. She has since worked on roles in several Japanese productions, including A Silent Voice, Attack on Titan, and Sword Art Online II. In 2016, Seidel moved to Tokyo to work on the English dub of My Hero Academia alongside fellow American voice actor Jason Liebrecht.","Lindsay Seidel is an American voice actress , ADR director , and scriptwriter who has worked on numerous anime and video game projects in the United States and Japan . She is probably better known as the voice of Ahri in League of Legends , as well as voicing many other characters in the game .Seidel was born and raised in California . She began her voice acting career in 2006 , collaborating on projects such as The Melancholy of Haruhi Suzumiya , Death Note , and Danganronpa .She has since worked on roles in multiple Japanese productions , notably A Silent Voice , Attack on Titan , and Sword Art Online II . In 2016 , Seidel moved to Tokyo to work on the English dub of My Hero Academia beside fellow American voice actress Jason Liebrecht ."
386,"Sportscraft is an Australian women's and men's sportswear company. It was founded in Sydney in 1984 by sisters Clare and Tracey Bishop. It specialises in designing sportswear for men, women and children.

Sportscraft is an Australian women's and men's sportswear company. It was founded in Sydney in 1984 by sisters Clare and Tracey Bishop. The company specialises in designing sportswear for men, women and children, with a focus on functional design and sustainable manufacturing practices. Sportscraft has collaborated with a number of NGOs to help promote positive health outcomes for people through active living. The company has also been recognised for its innovation, with products such as the world's first water-resistant performance shirt awarded the prestigious Red Dot Design Award in 2010.","Sportscraft is an Australian women ' s and men ' s sportswear company . It was founded in Sydney in 1984 by daughters Clare and Tracey Bishop .It specialises in making sportswear for men , women and kids . Sportscraft is an Australian women ' s and men ' s sportswear company .It was founded in Sydney in 1984 by daughters Clare and Tracey Bishop . The manufacturer specialises in designing sportswear for men , women and kids , with a focus on functional design and sustainable manufacturing strategies .Sportscraft has collaborated with a number of NGOs to assist encourage positive health outcomes for people through active living . The manufacturer has additionally been distinguished for its innovation , with brands such as the world ' s first water - resistant performance shirt granted the prestigious Red Dot Design Award in 2010 ."
387,"Jessie Brewer R.N. (maiden name Murray) is an American nurse, author and television personality. Brewer was born in Memphis, Tennessee, on May 4, 1951. She earned a B.A. in nursing from the University of Tennessee in 1974 and a M.D. from the University of Tennessee Health Science Center in 1978. Brewer worked as a registered nurse for more than two decades before beginning her television career in 1995 with the talk show Jessie's World on The WB Television Network. In 1997, she began hosting the medical reality show Dr. Wonder's World on the Discovery Channel. Brewer has also appeared as a guest star on such shows as ER, NYPD Blue, and The West Wing. Brewer has written several books, including Jessie's Kitchen: A New Way to Cook from Scratch (2003), Feeding America: A Comprehensive Guide to Feeding America's Families (2004), and Jessie's Big Book of Baby Names (2005).

Jessie Brewer is an American nurse and television personality who has been working in the industry since 1995. She has been working as a registered nurse for over two decades before starting her television career with the talk show Jessie's World on The WB Television Network in 1997. Her other television appearances include ER, NYPD Blue, and The West Wing where she has also written books such as Jessie's Kitchen: A New Way to Cook from Scratch (2003), Feeding America: A Comprehensive Guide to Feeding America's Families (2004), and Jessie's Big Book of Baby Names (2005).","Jessie Brewer R . N . ( maiden name Murray ) is an American nurse , author and television personality .Brewer was born in Memphis , Tennessee , on May 4 , 1951 . She earned a B . A .in nursing from the University of Tennessee in 1974 and a M . D . from the University of Tennessee Health Science Center in 1978 .Brewer worked as a registered nurse for more than two decades before beginning her television career in 1995 with the talk series Jessie ' s World on The WB Television Network . In 1997 , she started hosting the medical reality show Dr . Wonder ' s World on the Discovery Channel .Brewer has additionally appeared as a guest star on such shows as ER , NYPD Blue , and The West Wing . Brewer has published several publications , including Jessie ' s Kitchen : A New Way to Cook from Scratch ( 2003 ) , Feeding America : A Comprehensive Guide to Feeding America ' s Families ( 2004 ) , and Jessie ' s Big Book of Baby Names ( 2005 ) .Jessie Brewer is an American nurse and television personality who has been working in the industry since 1995 . She has been employed as a registration nurse for over two decades before beginning her television career with the talk series Jessie ' s World on The WB Television Network in 1997 .Her other television appearances include ER , NYPD Blue , and The West Wing where she has additionally written books such as Jessie ' s Kitchen : A New Way to Cook from Scratch ( 2003 ) , Feeding America : A Comprehensive Guide to Feeding America ' s Families ( 2004 ) , and Jessie ' s Big Book of Baby Names ( 2005 ) ."
388,"Raphael Linus Levien (also known as Raph Levien) (November 3, 1924 – March 12, 2009) was an American music theorist, educator and author. He was the first music theorist to be fully recognized as a professor at a major university in the United States and he is widely considered one of the most significant theorists of the 20th century. He was also one of the first music theorists to develop a comprehensive theoretical model for tonal music and he has been credited with creating ""the first systematic theory of tonality"".[1]

Levien was born in Boston, Massachusetts, to Romanian Jewish parents. He received his undergraduate degree from Oberlin College in 1944 and his graduate degree from Harvard University in 1948. Levien then served in the United States Navy for three years before beginning his career as a professor at the University of Michigan in 1951. Levien remained at Michigan until 1975, when he was appointed the Edward T. Cone Professor of Music Theory at the University of California, Berkeley. Levien retired from Berkeley in 1997 and died there in 2009.

Levien's research focused on tonal theory, harmony, composition and historical musicology. He is credited with developing one of the first systematic theories of tonality and he has been credited with coining the term ""modality"".[2] His book The Music of Time: A Theory of Tonality (1957) is considered one of the most important works in 20th century music theory.[3] Levien also wrote articles and book chapters on a variety","Raphael Linus Levien ( also known as Raph Levien ) ( November 3 , 1924 – March 12 , 2009 ) was an American music theorist , educator and author . He was the first music theorist to be truly recognized as a lecturer at a major university in the United States and he is widely regarded one of the most significant theorists of the 20th century .He was also one of the first music theorists to develop a comprehensive theoretical model for tonal music and he has been credited with creating "" the first systematic concept of tonality "" . [ 1 ] Levien was born in Boston , Massachusetts , to Romanian Jewish parents .He received his undergraduate degree from Oberlin College in 1944 and his graduate doctorate from Harvard University in 1948 . Levien then served in the United States Navy for three years before beginning his career as a professor at the University of Michigan in 1951 .Levien remained at Michigan until 1975 , when he was assigned the Edward T . Cone Professor of Music Theory at the University of California , Berkeley . Levien retired from Berkeley in 1997 and death there in 2009 .Levien ' s studies focused on tonal theory , harmony , composition and historical musicology . He is attributed with creating one of the first systematic theories of tonality and he has been credited with coining the term "" modality "" .[ 2 ] His work The Music of Time : A Theory of Tonality ( 1957 ) is regarded one of the most important works in 20th century music theory . [ 3 ] Levien also wrote articles and book chapters on a variety"
389,"The Atchafalaya Basin Bridge, also known as the Veterans Memorial Bridge, is a bridge that spans the Atchafalaya River in Louisiana, United States. It is the only bridge across the Atchafalaya River in Louisiana. The bridge is located in DeSoto Parish and span the river between Donaldsonville and Ville Platte.

The bridge was built in 1969 and opened to traffic on April 9, 1970. The bridge was designed by John M. Russell and Associates, of Baton Rouge. The cost of construction was $4.4 million. The bridge was dedicated on Veterans Day, November 11, 1970, by then-Governor John McKeithen.

The bridge has a total length of 6,473 feet (1,971 m). It has a width of 80 feet (24 m) and a height of 185 feet (56 m). The span is supported by two central towers measuring 247 feet (75 m) in height and 50 feet (15 m) in width at their base.","The Atchafalaya Basin Bridge , sometimes called as the Veterans Memorial Bridge , is a bridge that spans the Atchafalaya River in Louisiana , United States . It is the only crossing across the Atchafalaya River in Louisiana .The bridge is situated in DeSoto Parish and span the river between Donaldsonville and Ville Platte . The bridge was built in 1969 and opened to traffic on April 9 , 1970 .The bridge was designed by John M . Russell and Associates , of Baton Rouge . The cost of build was $ 4 . 4 million .The bridge was dedicated on Veterans Day, November 11, 1970, by then-Governor John McKeithen.The bridge has a total length of 6,473 feet (1,971 m).It has a length of 80 feet ( 24 m ) and a length of 185 feet ( 56 m ) . The span is supported by two central towers measuring 247 ft ( 75 m ) in height and 50 foot ( 15 m ) in width at their base ."
