Unnamed: 0,original text,watermarked text
164,"Carolina Oliphant, Lady Nairne, lived in London for the last 15 years of her life and painted portraits, landscape paintings, religious and genre works that have been compared to those of Francis Baca.","Carolina Oliphant , Lady Nairne ( 16 Augus 1610 , London – 16 June 1680 , London ) was an English painter , who resided in London for the last 15 decades of her life . Her work comprised pictures , landscape works and sacred and genre pictures .Her work has been compared to that"
165,"The BBC soap opera EastEnders features Paul Nicholls as the fictional character of Des Clarke, who was initially created by Ian Beale in 1984. Des's mother, Jean Slater, and his father, Les Clark Eber, were both involved in the development of this character.","Des Clarke is a fictitious protagonist from the BBC soap opera EastEnders , played by Paul Nicholls . Des Clarke was developed by Ian Beale for the first time in 1984 .Des Clarke was the son of Ian Beale ' s wife , Jean Slater , and Des ' s mother , Jean"
166,"The Miles Davis Quintet was led by Rondo Emmett Cameron, who was born in 1952 and lived from 1957 to 1962. He was a member of the family and also known as ""Bob Row,"" an early American jazz saxophonist, composer, arranger, undressed bass, and bandleader.","Rondo Emmett Cameron ( February 20 , 1925 December 31 , 2012 ) was an American jazz saxophonist , composer , arranger , and bandleader who was a member of the Miles Davis Quintet from 1957 to 1962 . He was the son of the pianist Emmett Cameron and the"
167,"Nizamuddin Azeem, an Iranian poet, wrote Kush-Nama, which is the only Persian epic poem that uses the Persian language in its first half.","Kush - Nama , is a Persian epic poetry writt by the Iranian author Nizamuddin Azeem . It is the only Persian epic poetry in which the Persian language is utilized , and it is the only Persian epic poetry in which the Persian language is utilized in the first half of the book ."
168,"The Severn Bridge, also known as the Crimean bridge, is the only bridge in the world that crosses the Don River, a significant river in Ukraine, connecting the Caucasus to the Russian mainland. It was completed in 1881 and has berths over two miles.","The Crimean Bridge , also known the Severn Bridge , is the only bridge in the world to span the Don River , a major stream in Ukraine , linking the Crimean Peninsula to the Russian mainland , on the Crimean side of the bridge . The bridge was constructed in 1881 , and has a"
169,"Slaana uri, born on June 30, 1964, is a Serbian politician who has been the leader of the Democratic Party of Socialists in Serbia since 2012. She has held the positions of Member of Parliament for three years, including the 2008 general election, European Parliament, and Presidency in Turkey, as well as President/Creator of The Bulgarian National Congress in 2007.","Slađana Đurić ( ; born 30 June 1964 ) is a Serbian politician and the leader of the Democratic Party of Socialists of Serbia since 2012 . She has been a Member of Parliament since the 2008 general election .She has been a Member of the European Parliament since the 2009 general election , and has served as the"
170,The sole original series created by Shaft for NTV is the Japanese tokusatsu television miniseries.,is a Japanese tokusatsu television miniseries created by Shaft for the Nippon Television Network ( NTV ) . It is the only original series developed by Shaft for NTV .It is the only original shows created by Shaft for NTV . It is the only original series
171,"The unfortunate incident occurred when Alitalia Flight 618 crashed, but its fate remains uncertain as the airline made significant strides in establishing itself as an international airline.",The crash of Alitalia Flight 618 was a fated moment for a hopeless airline . But the airline ’ s future was not decided by the accident .The crash was a catalyst for the company ’ s transformation from a regional airline to a global carrier . The crash was a catalyst for the company
172,"Eleanor Vachell, a Welsh writer and barrister, was born in Rhos-on-Sea, Wales, where she married the poet John Keats.","Eleanor Vachell ( 1879 – 1948 ) was a Welsh writer who was a companion of the poet John Keats . Biography Born in Rhos - on - Sea , Wales , Vachell was the sister of a barrister , who became a barrister .She was the spouse of"
173,"Ezra Brainerd, an American lawyer and politician, was born in New York City. He served as the city's first mayor from 1879 to 1881 and was elected to the United States House of Representatives during this time.","Ezra Brainerd ( December 17 , 1844 – December 19 , 1904 ) was an American lawyer and politician . Brainerd was born in New York City and worked as the cities ’ s first mayor from 1879 to 1881 .Brainerd was elected to the United States House of"
174,"The Royal Tenenbaums (1998) album, released on August 31, 1998, featured ""Rockin' for Myself"" by Americo ""Wes"" Anderson. This song was the third single from the album and reached number three on the Billboard Chart.",""" Rockin ' for Myself "" is a track by Americo "" Wes "" Anderson . The track was released as the third single from Anderson ' s third studio album , The Royal Tenenbaums ( 1998 ) .The track was released as the album ' s third single on August 31 , 1998 , and reached number"
175,"In my opinion, the Champions are just a fictional team of pricks, with no real equivalent to the Patriots. I don't think they're truly fictional, but rather have the players that are considered among the best in the world.","The Champions are a fictitious squad of pricks , I don ' t think there ' s a real world equivalent . There is , the Patriots .I don ' t think the Patriots are really a fictitious squad of pricks , I believe they just happen to have the best players in the world ."
176,"Massimiliano ""Max"" Biaggi, an Italian former footballer, is a central defender who played for Juventus in the youth system from 1984 to 1986. He signed s rio contract with the club in 1986 and made his first appearance in Serie A on 21 June 1962.","Massimiliano "" Max "" Biaggi ( ; born 26 Jun 1962 ) is an Italian former footballer who played as a central defender . Biaggi started his career in 1984 with the youth system of Juventus , before signing a professional contract with the team in 1986 .He made his Serie A debut on 21"
177,"The Queen of England was the namesake of HMS Ben-my-Chree, a frigate that served in the British Royal Navy during World War II. She was also known as ""Woman of My Hea"" because she married the Queen.","HMS Ben - my - Chree ( Manx : "" Woman of My Hea ) was an British Royal Navy frigate of the Second World War . She was named for the Queen of England , and was the only ship of the Royal Navy to have the name "" Woman of My Hea "" , the name of the spouse of"
178,"Born in Detroit, Michigan on November 16, Akiem Jamar Hicks is an American rapper and singer who has released seven studio albums, two mixtapes, and two compilation albums. He has also made three guest appearances on other artists' albums and appeared in multiple music videos for artists.","Akiem Jamar Hicks ( born November 16 , 198 , Detroit , Michigan ) is an American rapper and musician . He has published seven studio albums , two mixtapes and two compilation albums .He has additionally released three guest performances on other artists ' releases . He has featured on numerous music videos for artists"
179,"An Indigenous multimodal activist, Pamela J. Peters is a founding member of the Indigenous Environmental Network. She is also the author of The Road to Nowhere, an award-winning book that has been translated into seven languages. Her writings have been featured in The New York Times, The Atlantic Monthly, and Sierra Nevada.","Pamela J . Peters is an Indigenous multimodal advocate who was a founding member of the Indigenous Environmental Network . She is the writer of the award - nominated book The Road to Nowhere , which has been translated into seven languages .Her work has been showcased in The New York Times , The"
180,"The historic landmark in downtown Raleigh has been torn down, leaving a gaping hole in the skyline.","Sugar Hill is a historically middle clas A historic landmark in downtown Raleigh has been torn down , left a gaping hole in the skyline . A historic landmark in downtown Raleigh has been torn down , left a gaping hole in the skyline .A historic landmark in downtown Raleigh"
181,"Brandon Nakashima, who was born on August 3, 2001.","Brandon Nakashima (born August 3, 2001)"
182,"The city of Thaumaci, or Thaumbacus, was situated in an ancient Greek region of the Aegean Sea and was located in the vicinity of Piraeus, Athens. It was the hub of what is now the ThaUMATI League, a league of seven ancient cities in that area.","Thaumaci or Thaumacus , was a city in an ancient Greek region of the Aegean Sea , at the present - day harbor of Piraeus , Athens , Greece . It was the center of the Thaumatian League , a league of the seven ancient towns of the region .The city was"
183,"Despite being born on 26 July 1960 in Mumbai, India, Doug de Vries is a Bollywood actor who was raised by his mother. His younger brother, Anand de Varese, also became an actor and has two brothers.","Doug de Vries ( born 26 July 1960 ) is a Bollywood actor . Biography Early life De Vries was born in Mumbai , India .He was brought up by his mother . He has a younger brother , Anand de Vries , who also became an actor ."
184,"Singer/guitarist/keyboardist Michael C. McElroy founded The Make-Up, an American post-punk banjo band from the Chicago area, in 1984. They have released three full-length albums and one live album.",The Make - Up is an American post - punk banjo group from the Chicago area . The band was founded by singer / bassist / keyboardist Michael C . McElroy in 1984 .The band has published three full - length albums and one live album .
185,"The Jos Museum in Joc, Nigeria is a great museum to explore, and I've already been to several other museums in Nigeria that are equally impressive.","Jos Museum is a museum in Jos , Nigeria . I ' ve been there and I believe it ' s a great museum .I ' ve been to some of the museums in Nigeria and I believe they ' re pretty excellent . I ' ve been to some of the museums in America and I believe they ' re pretty good"
186,"For the last 15 years, Carol Steen has been writing and editing for various publications in the UK's visual arts community. Her work has appeared in newspapers such as the Guardian, the Independent, and The Evening Standard.","Carol Steen is an artist , author and curatorial advisor who has worked for the last 15 decades on the visual arts in the UK . She has published for the Guardian , the Independent , the Evening Standard , the Evening Standard , the Evening Standard , the Evening Standard , the Evening Standard , the Evening"
187,"Frank John Viola Jr., an American politician, was born in New York City on April 19, 1956, and attended high school in the city before serving in World War I. He was awarded with the Silver Star for his contributions to the U.S. Army.","Frank John Viola Jr . ( born April 19 , 19565 December 31 , 1894 ) was an American politician . Born in New York City , Viola entered the cities ' s high school .He fought in the U . S . Army during World War I , receiving the Silver Star for his actions"
188,"Since the mid-90s, Liah Greenfeld has been active in the LGBTQ+ community as an Israeli-American on RuPaul's Drag Race. She has also made appearances on popular TV shows and appeared on Broadway.","Liah Greenfeld is an Israeli - American RuPaul ' s Drag Race alum who has been a component of the LGBTQ + community since the mid - 90s . Her work has included a run on Broadway as well as a number of cameo spots on popular television shows .In the mid-90s,"
189,"The life of Nina Barr Wheeler, an American writer who wrote about working-class individuals and their families, has been described as a ""American classic.""","Nina Barr Wheeler ( September 3 , 1909 – Middletown , New Jersey , December 31 , 1999 ) was an American author who authored about the lives of the poor and the working class . Her work has been called "" an American classic . ""Biography Wheeler was born in"
190,"The American ambient music label, Soma Music, released the album American atmospheric musi in 1995. Its discography is a compilation of recordings by the American environmental music group Americanambient mediterranean.","The discography of American ambient musi The discography of American ambient musi is the compilation of the albums by the American ambient music group American ambient musi . The album American ambient musi was released in 1995 by the American ambient music label , Soma Music ."
191,"Indian Politician Jitendra Satish Awhad won the Jammu and Kashmir constituency in Lok Sabha election by a large margin of 6,744 votes over Congress's Shamsher Singh Dhillon. He is the only Indian to have won this seat since 1947.","Jitendra Satish Awhad is an Indian Politician who was elected to the Lok Sabha from the Jammu and Kashmir constituency , defeating Congress ' s Shamsher Singh Dhillon by a margin of 6 , 744 votes . He is the only Indian to have won the Jammu and Kashmir constituency"
192,"The actor Christian Cyrus Leben (born July 21, 1989, to September 5, 1997) is from Houston, Texas, where his parents worked as doctors and teachers before attending Texas A&M.","Christian Cyrus Leben ( born July 21 , 19890 September 5 , 1997 ) is an American actor . Biography Cyrus Leben was born in Houston , Texas , the son of a doctor and a school educator .He attended the Houston Independent School District before attending Texas A & M"
193,"The Sydney basin's four reservoirs, which are located on the northern shore of the Sydney River and connected by a large reservoir system with lateral pressure capacity that can hold more than 1,200 gallons of water, are known as Waverley Reservoirs in New South Wales.","The Waverley Reservoirs are four reservoires in the Sydney basin , located in the state of New South Wales , Australia . The four reservoirs are situated on the northern shore of the Sydney River , and are connected by a large lake system , which has a capacity of over .They were created"
194,"J. B. Chopra directed and produced the 1977 Hindi Indian romance film Swami, which stars Sridevi, Hema Malini, Raj Kumar, Shobhaa De, & Shanti Kumar among other cast members.","Swami is a 1977 Hindi Indian romance filmy film directed by J . B . Chopra and produced by Shanti Kumar .The film stars Sridevi, Hema Malini, Raj Kumar, Shobhaa De, Raj Kumar, Shobhaa De, Raj Kumar,"
195,"Founded by the Franciscan Order and officially opened in 1775, the Assisi Diocesan Museum in Assaurus, Italy, houses a collection of more than 1,000 objects from that time, which includes items from the life of the assassinated martyrs. The museum was also the first museum in its rightful place (the Palace of Versailles).","The Assisi Diocesan Museum , in the town of Assisi , Italy , has a exhibition of over 1 , 000 items from the period of the Assisi martyrs . The museum was founded by the Franciscan Order and was officially started in 1775 .The museum was the first museum in"
196,"A 100-kW noncommercial radio station named KETR (88.9 FM) licensed to broadcast in Grand Junction, Colorado, is currently owned by the Grand J. Chamber of Commerce. It was initially signed as KGJZ on October 1, 1950.","KETR ( 88 . 9 FM ) is a 100 - kW noncommercial radio station licensed to serve the cities of Grand Junction , Colorado , United States . The station is currently owned by the Grand Junction Chamber of Commerce .History The station first signed on the air as KGJZ on October 1 , 1950"
197,"I've never been so enamored with a genre like Cruentis, which is essentially progressive black metal that seems to be baiting the same kind of people. It's as if they're simply being ironic.","Cruentis is a progressive black rock baiting the same kind of people who would go to the film for the same reason . I don ' t think I ' ve ever been so disgusted by a genre .I ' m pretty convinced they ' re just being humorous . I mean , I don ' t think I"
198,"According to the IUCN, the common woolly monkey, brown woollies mongoose and black woollary are all endangered. Meanwhile, there has been a significant decline of the grey woolliest species in the last 20 years, with up to 90% of its population now living in captage.","The common woolly monkey , white woolly mongoose and dark woolly monkey are all considered to be vulnerable by the IUCN . A third species of woolly monkey , the grey woolly monkey , has declined by up to 90 % over the previous 20 years ."
199,"Born in Santo Domingo, Dominican Republic on December 28, 1950, Marvin Fojas Ramirez is a politician who served as the first ambassador of the Dominicans to the United States from 2009 to 2011.","Marvin Fojas Ramirez ( born December 28 , 1950 ) is a Dominican politician who was the first Dominican Republic diplomat to the United States from 2009 to 2011 . Biography Early life Born in Santo Domingo , Dominican Republic , Ramirez attended the Dominican School of Business and"
