Unnamed: 0,water_kirch,prediction_kirch
168,"erythrospermum, or prasophyllum alpinrum, is a South African shrub that is found in the coastal areas of the Western Cape region. It belongs to the Myrtaceae family and grows in various regions such as the Cape Peninsula, the Winelands, and Mornington Range.",False
169,"In the 1930s, the Polikarpov PM-1 was a single-cylinder radial engine operated by the Politkow Aviation Corporation for short-distance air transport. It was designed for passenger aircraft and had fewer than five seats in its class.",True
170,"Born on August 17, 1992, Saraya-Jade Bevis, a British rapper and singer, is known for her three mixtapes and two full-length albums. Her debut studio album, The Girl With the Dragon Tattoo, was released by Columbia on 21 March 2013.",True
171,"The third volume of Shunsuke Yamada's manga series, Train+Train, was released by Viz Media in Japan on February 26, 2012, and is a Japanese light novel seinen manga.",True
172,"Canadian ex-ice hockey player Mark van Eeghen (born April 19, 1952) played for the Detroit Red Wings, Montreal Canadiens and Quebec Nordiques in three seasons of professional ice Hockey.",False
173,"Vera Ignatyevna Mukhina (born 9 July 1891, born 1 July 1919 and departed 16 June 1982) was a Soviet painter, illustrator, and writer who worked under the aliases of Verina Mikhalina and Alexander VI. She was also known as ""Mika"" during her Communist Party political career.",True
174,"Leon Lett Jr., an American actor, comedian, and author, was born on October 12, 1968. He has acted in various shows and written for television and film. Additionally, he has written content for the stage and television industry, including the Broadway musical The Band of Brothers.",False
175,"Michael Sergeant, an English author, cobbler, and amateur historian born in London in 1794, has written numerous books on history, military science, etc. He is the author of the best-selling novel The Battle of Waterloo and the most-liked British army historian.",True
176,"Dan Deacon, along with drummer Dan McKeon and bassist/keyboardist Dan Coyle, founded Boston, an American rock band from Boswell, New Hampshire. They released their first album, American Beauty, in 2006.",True
177,"The University of Cincinnati's WKAC (1080 AM, ""The Big 1080"") is a radioman that broadcasts 24 hours / day from the main campus. It is part of the Cincinnati Public Radio system and has been owned by the university for over two decades.",False
178,"For the last three years of his life, a Chicago Housing Aide lived in Rockwell Gardens, which was also his only known home. ""I have been coming here since I was ten years old,"" said one resident.",True
179,"The sulfitobacter paucisporus, a genus of Acidobacterial bacteria, was discovered in soil from the western part of the United States. This species produces the acido--thiosaccharide (sulphur dioxide) that is used by bacteria to grow food.",True
180,"Grand Blood, the third studio album by American metal band Megadeth, was released on December 1, 1994, by Roadrunner Records. It was also the first album to feature drummer Chris Adler, who joined the band in September 1993. The album's title is derived from ""Gran Blood,"" which means ""The Name of the Band"" (from German: ""Grundgren"", taken from the Swedish version of Greek mythology).",True
181,"A Bolognese family of Italian origin, the Carracci were based in the town of Carrangi, in northern Italy. They were the most influential family in history of the region.",False
182,Neolithic cursus urn dating to Late Iron Age is the only known example of this.,True
183,"The son of English football legend Arthur Woodward, born in London in 1906 and playing as a full back, made his professional debut for West Ham in 1976.",False
184,"Faith de Villiers, a South African-born British writer and playwright, was known for her award-winning novels The Girl With the Diamond Ring (1970) and The Golden Compass (2002).",True
185,"For the past 15 years, Lindsay Seidel has been a voice over artist and singer in the American video game industry. She has provided voiceovers for Final Fantasy and Resident Evil, as well as voice roles for other games such as Halo 3DS and Madonna's The Flash.",True
186,"Founded by Susanne and Richard Cunliffe in Sydney in 1984, Sportscraft is an Australian-based clothing brand that designs and produces women's sportswear. The company has since expanded its operations to include more than 150 stores worldwide for both men and women.",True
187,Murray (born as Jessie Brewer R.N.),False
188,"Raphael Linus Levien, the co-founder and CEO of The Social Network, is a well-known author who has written about his company's most valuable startup ever valued at over $1 billion.",True
189,"Skidmore, Owings & Merrill designed and constructed the Atchafalaya Basin Bridge, which connects I-10 to the Louisiana Department of Transportation and Development, with its completion in December 2011.",False
190,"An Irish politician, John Fergus O'Hea was born circa 1838 and moved to Ireland to be with his family. He was chosen as a candidate for the Labour Party in the 1874 general election and became eligible for office.",False
191,"Traditional Chinese medicine, also known as Che Kung Miu or, is used in its powder form for treating and preventing diseases. It is also used for the treatment of various illnesses.",True
192,"An American folk and folk-rock artist, Luis Carlos Montalvan was born in San Francisco, California on April 13, 1973. He is best known for his work as a singer-songwriter and guitarist. His music was released through his own record label, L.C.M.",True
193,"Shashank Khaitan starred alongside Amruta Khanvilkar and Shobhaa De in the 2011 Indian Hindi movie Jilloo, which was released on 21 March 2011 and had a successful box office performance.",True
194,"Born in China to a Chinese mother, on August 26, 1968, Ou Chuliang is an American singer, songwriter, and record producer who has also written songs for notable artists such as Katy Perry, Taylor Swift, Miley Cyrus, Foo Fighters, etc.",False
195,"The National Register of Historic Places recognized Kerr Place, also known as Kerplatz, in 1980. It was built in 1905 and is located at 825 North Broadway in downtown Tulsa, Oklahoma.",False
196,"A soldier in Rome, Silvanus was probably the first person to be named Silvanius, and he was also the initial individual to have the same name in the west. He was born to a wealthy farmer named as Silvanian, who I believe was his father.",True
197,"The treatment for deep vein thrombosis (DVT) can involve an emergency procedure called venous cutdown, which involves a doctor inserting the blood from artery VIII into the patient's leg.",True
198,"Born in Vienna in 1875, Helene von Engelhardt was an Austrian painter, illustrator, and author who was a friend of the Impressionists.",True
199,"Thomas Earl Pardoe, who played the Fiddle Concerto by John Adams, was born in London in 1885 and moved to the United States at the age of ten. He later became known as ""Peabody of the Wind,"" which refers to his musical skills for playing the instrument.",True
