Unnamed: 0,water_kirch,prediction_kirch
153,"An evangelical historian , Tom Ascol has published several books on the Old Testament , notably The Bible for the Ages ( 1986 ) and The Modern Reader ' s Version ( 1990 ) . He is also the writer of The Long Journey to Heaven ( 1993 ) .",True
154,Can a myth that is based on oral traditions be true ?,False
155,"From the 8th to the 14th century , the Crimean Gonds were Greuthungi - Gothic tripartite peoples who resided in the region of Crimea and the remainder of the Russian Federation from the mid 1st century BC until at least the end of World War II . The Crimeans were the only ethnic group that was temporarily removed by the Kremlin Empire from its lands .",True
156,"Following sexual activity , postcoital bleeding appears owing to the presence of several blood vessels in the vagina , which is not usually followed by a period . It is more intense after sex intercourse . However , it ' s different from peritoneal bleeding .",True
157,"The genera Calcinus has a hermaphrodite fungus called Calconismonus , which was first described by the French hermetologist Pierre - Auguste Marie de Chassez in 1879 .",True
158,"The Australian midfielder , Mitch Grigg , was born on 2 January 1993 and plays for Adelaide United in the A - League . He made his debut for the club in 2012 - 13 A league season . Additionally , he has played for various other clubs notably the Adelaide U - 18s , which is known for its attacking soccer , and the Tasmanian national squad .",False
159,Digital Realty Trust is an Infobox firm with a location in the United States .,False
160,"According to a recent study , Hurricane Emily in 1993 resulted in an incredible amount of shipping docking in Halifax ' s port , as described by the Halifax Regional Municipality .",False
161,"Charlotte - born , George Steadman Holden ( 1891 – January 17 , 1967 ) was a Democratic politician who held the post of forty - ninth Governor of North Carolina between 1937 and 1941 .",False
162,"Born in Chicago , Illinois , on May 10 , 1887 , Albert "" Ginger "" Goodwin was a influential figure in the Chicago area ' s earliest wave of African American attorneys . He worked as mayor from June 12 , 1944 until retirement at the age of 24 .",False
163,"Every year , the best players of the roguelite clan compete in the Rogue Invitational , which is conducted in The Lair , an ancient dungeon with special traps .",True
164,"Among the founders of the Mathematical Sciences Research Institute ( MSRI ) and the first black mathematician to obtain a doctorate degree from the University of California , Berkeley was Ronald Hugh Barker FIEE ( 19157 October 2 , 1937 - December 1 , 2018 ) .",True
165,An experiment was done with the aid of a boa constrictor from the early 1800s to examine the effects of different snake poison on human anatomy .,True
166,"As a Japanese businessman and statesman , he took management of the Japan Bank for International Cooperation ( JBIC ) and later the Bank of Japan . He was elected as Prime Minister of his country in the mid - 1950s and then again into the prime ministerial role of that country during the same period .",True
167,"The viola de terceira , sometimes called as the ntima de sexta , is the third op .",False
168,"erythrospermum , or prasophyllum alpinrum , is a South African shrub that is found in the coastal regions of the Western Cape region . It belongs to the Myrtaceae family and grows in different regions such as the Cape Peninsula , the Winelands , and Mornington Range .",False
169,"In the 1930s , the Polikarpov PM - 1 was a single - cylinder radial engine operated by the Politkow Aviation Corporation for short - distance air travel . It was built for passenger aircraft and had fewer than five seats in its class .",True
170,"Born on August 17 , 1992 , Saraya - Jade Bevis , a British rapper and musician , is known for her three mixtapes and two full - length albums . Her debut studio album , The Girl With the Dragon Tattoo , was released by Columbia on 21 March 2013 .",True
171,"The third book of Shunsuke Yamada ' s manga series , Train + Train , was released by Viz Media in Japan on February 26 , 2012 , and is a Japanese light novel seinen anime .",True
172,"Canadian ex - ice hockey forward Mark van Eeghen ( born April 19 , 1952 ) played for the Detroit Red Wings , Montreal Canadiens and Quebec Nordiques in three years of professional ice Hockey .",False
173,"Vera Ignatyevna Mukhina ( born 9 July 1891 , born 1 July 1919 and left 16 June 1982 ) was a Soviet painter , illustrator , and writer who collaborated under the aliases of Verina Mikhalina and Alexander VI . She was also known as "" Mika "" during her Communist Party political career .",True
174,"Leon Lett Jr . , an American actor , comedian , and author , was born on October 12 , 1968 . He has acted in multiple programs and written for television and film . Additionally , he has written content for the stage and television business , notably the Broadway musical The Band of Brothers .",False
175,"Michael Sergeant , an English writer , cobbler , and amateur historian born in London in 1794 , has published numerous novels on history , army science , etc . He is the writer of the best - selling novel The Battle of Waterloo and the most - liked British military biographer .",True
176,"Dan Deacon , along with drummer Dan McKeon and drummer / keyboardist Dan Coyle , created Boston , an American rock group from Boswell , New Hampshire . They issued their debut album , American Beauty , in 2006 .",True
177,"The University of Cincinnati ' s WKAC ( 1080 AM , "" The Big 1080 "" ) is a radioman that broadcasts 24 hours / week from the main campus . It is part of the Cincinnati Public Radio network and has been owned by the college for over two decades .",False
178,"For the last three years of his life , a Chicago Housing Aide lived in Rockwell Gardens , which was also his only known residence . "" I have been coming here since I was ten years old , "" commented one resident .",True
179,"The sulfitobacter paucisporus , a genera of Acidobacterial bacteria , was discovered in soil from the western part of the United States . This species creates the acido - - thiosaccharide ( sulphur dioxide ) that is utilized by bacteria to produce food .",True
180,"Grand Blood , the third studio album by American metal group Megadeth , was released on December 1 , 1994 , by Roadrunner Records . It was also the first album to contain drummer Chris Adler , who joined the group in September 1993 . The album ' s title is derived from "" Gran Blood , "" which means "" The Name of the Band "" ( from German : "" Grundgren "" , come from the Swedish version of Greek mythology ) .",True
181,"A Bolognese family of Italian descent , the Carracci were based in the town of Carrangi , in northern Italy . They were the most influential family in history of the region .",False
182,Neolithic cursus urn dating to Late Iron Age is the only known instance of this .,True
183,"The son of English football legend Arthur Woodward , born in London in 1906 and playing as a full forward , made his professional debut for West Ham in 1976 .",False
184,"Faith de Villiers , a South African - born British writer and playwright , was known for her award - nominated novels The Girl With the Diamond Ring ( 1970 ) and The Golden Compass ( 2002 ) .",True
185,"For the previous 15 decades , Lindsay Seidel has been a voice over artist and musician in the American video game industry . She has supplied voiceovers for Final Fantasy and Resident Evil , as well as voice roles for other games such as Halo 3DS and Madonna ' s The Flash .",True
186,"Founded by Susanne and Richard Cunliffe in Sydney in 1984 , Sportscraft is an Australian - based clothing brand that designs and produces women ' s sportswear . The brand has since expanded its operations to include more than 150 shops worldwide for both men and female .",True
187,Murray (born as Jessie Brewer R.N.),False
188,"Raphael Linus Levien , the co - founder and CEO of The Social Network , is a well - famous writer who has published about his firm ' s most valuable startup ever valued at over $ 1 billion .",True
189,"Skidmore , Owings & Merrill designed and constructed the Atchafalaya Basin Bridge , which links I - 10 to the Louisiana Department of Transportation and Development , with its completion in December 2011 .",False
190,"An Irish politician , John Fergus O ' Hea was born circa 1838 and moved to Ireland to be with his family . He was chosen as a candidate for the Labour Party in the 1874 general election and became eligible for office .",False
191,"Traditional Chinese medicine , sometimes called as Che Kung Miu or , is utilized in its powder form for treating and preventing diseases . It is also used for the treatment of several illnesses .",True
192,"An American folk and folk - rock musician , Luis Carlos Montalvan was born in San Francisco , California on April 13 , 1973 . He is better known for his work as a singer - songwriter and guitarist . His music was released through his own record imprint , L . C . M .",True
193,"Shashank Khaitan featured alongside Amruta Khanvilkar and Shobhaa De in the 2011 Indian Hindi movie Jilloo , which was released on 21 March 2011 and had a successful box office performance .",True
194,"Born in China to a Chinese mother , on August 26 , 1968 , Ou Chuliang is an American singer , lyricist , and record producer who has also penned songs for noteworthy artists such as Katy Perry , Taylor Swift , Miley Cyrus , Foo Fighters , etc .",False
195,"The National Register of Historic Places recognized Kerr Place , sometimes called as Kerplatz , in 1980 . It was built in 1905 and is situated at 825 North Broadway in downtown Tulsa , Oklahoma .",False
196,"A soldier in Rome , Silvanus was likely the first person to be called Silvanius , and he was also the initial individual to have the same nickname in the west . He was born to a rich farmer named as Silvanian , who I believe was his father .",True
197,"The treatment for deep vein thrombosis ( DVT ) can require an emergency procedure called venous cutdown , which includes a doctor inserting the blood from artery VIII into the patient ' s leg .",True
198,"Born in Vienna in 1875 , Helene von Engelhardt was an Austrian painter , cartoonist , and author who was a friend of the Impressionists .",True
199,"Thomas Earl Pardoe , who played the Fiddle Concerto by John Adams , was born in London in 1885 and moved to the United States at the age of ten . He subsequently becoming called as "" Peabody of the Wind , "" which refers to his musical abilities for playing the instrument .",True
